tid,season,rooftype,game_played,plays,fumbles_lost,season_year,plays_per_fumble,bin
NO,2006,OUTDOOR,7,505,14,1/1/06,36.07142857,30
NO,2007,INDOOR,10,626,15,1/1/07,41.73333333,40
NO,2007,OUTDOOR,5,365,8,1/1/07,45.625,40
NO,2007,RETRACTABLE,1,69,3,1/1/07,23,20
NO,2008,INDOOR,9,584,11,1/1/08,53.09090909,50
NO,2008,OUTDOOR,7,463,7,1/1/08,66.14285714,60
NO,2009,INDOOR,10,628,17,1/1/09,36.94117647,30
NO,2009,OUTDOOR,6,404,8,1/1/09,50.5,50
NO,2010,INDOOR,9,623,12,1/1/10,51.91666667,50
NO,2010,OUTDOOR,5,320,7,1/1/10,45.71428571,40
NO,2010,RETRACTABLE,2,124,4,1/1/10,31,30
NO,2011,INDOOR,11,748,3,1/1/11,249.3333333,240
NO,2011,OUTDOOR,5,369,3,1/1/11,123,120
NO,2012,INDOOR,9,577,6,1/1/12,96.16666667,90
NO,2012,OUTDOOR,6,399,5,1/1/12,79.8,70
NO,2012,RETRACTABLE,1,91,2,1/1/12,45.5,40
NO,2013,INDOOR,10,678,7,1/1/13,96.85714286,90
NO,2013,OUTDOOR,6,401,5,1/1/13,80.2,80
NO,2014,INDOOR,10,711,13,1/1/14,54.69230769,50
NO,2014,OUTDOOR,5,325,7,1/1/14,46.42857143,40
NO,2014,RETRACTABLE,1,59,2,1/1/14,29.5,20
NYG,2002,INDOOR,3,202,4,1/1/02,50.5,50
NYG,2002,OUTDOOR,12,788,25,1/1/02,31.52,30
NYG,2002,RETRACTABLE,1,69,2,1/1/02,34.5,30
NYG,2003,INDOOR,2,123,4,1/1/03,30.75,30
NYG,2003,OUTDOOR,14,924,31,1/1/03,29.80645161,20
NYG,2004,INDOOR,1,65,3,1/1/04,21.66666667,20
NYG,2004,OUTDOOR,15,886,26,1/1/04,34.07692308,30
NYG,2005,OUTDOOR,16,1055,17,1/1/05,62.05882353,60
NYG,2006,INDOOR,1,70,1,1/1/06,70,70
NYG,2006,OUTDOOR,15,933,22,1/1/06,42.40909091,40
NYG,2007,INDOOR,2,143,4,1/1/07,35.75,30
NYG,2007,OUTDOOR,14,898,22,1/1/07,40.81818182,40
NYG,2008,INDOOR,2,124,1,1/1/08,124,120
NYG,2008,OUTDOOR,13,836,17,1/1/08,49.17647059,40
NYG,2008,RETRACTABLE,1,61,0,1/1/08,#DIV/0!,#DIV/0!
NYG,2009,INDOOR,2,100,3,1/1/09,33.33333333,30
NYG,2009,OUTDOOR,13,853,27,1/1/09,31.59259259,30
NYG,2009,RETRACTABLE,1,64,0,1/1/09,#DIV/0!,#DIV/0!
NYG,2010,INDOOR,1,66,0,1/1/10,#DIV/0!,#DIV/0!
NYG,2010,OUTDOOR,12,769,18,1/1/10,42.72222222,40
NYG,2010,RETRACTABLE,3,200,8,1/1/10,25,20
NYG,2011,INDOOR,1,70,4,1/1/11,17.5,10
NYG,2011,OUTDOOR,13,815,12,1/1/11,67.91666667,60
NYG,2011,RETRACTABLE,2,143,2,1/1/11,71.5,70
NYG,2012,INDOOR,1,47,1,1/1/12,47,40
NYG,2012,OUTDOOR,14,863,11,1/1/12,78.45454545,70
NYG,2012,RETRACTABLE,1,58,1,1/1/12,58,50
NYG,2013,INDOOR,1,65,2,1/1/13,32.5,30
NYG,2013,OUTDOOR,14,864,21,1/1/13,41.14285714,40
NYG,2013,RETRACTABLE,1,59,3,1/1/13,19.66666667,10
NYG,2014,INDOOR,2,124,0,1/1/14,#DIV/0!,#DIV/0!
NYG,2014,OUTDOOR,13,903,19,1/1/14,47.52631579,40
NYG,2014,RETRACTABLE,1,59,2,1/1/14,29.5,20
NYJ,2002,INDOOR,1,66,0,1/1/02,#DIV/0!,#DIV/0!
NYJ,2002,OUTDOOR,15,851,16,1/1/02,53.1875,50
NYJ,2003,INDOOR,1,34,0,1/1/03,#DIV/0!,#DIV/0!
NYJ,2003,OUTDOOR,14,844,17,1/1/03,49.64705882,40
NYJ,2003,RETRACTABLE,1,58,1,1/1/03,58,50
NYJ,2004,INDOOR,1,81,1,1/1/04,81,80
NYJ,2004,OUTDOOR,15,915,18,1/1/04,50.83333333,50
NYJ,2005,INDOOR,1,60,4,1/1/05,15,10
NYJ,2005,OUTDOOR,15,847,32,1/1/05,26.46875,20
NYJ,2006,INDOOR,1,71,1,1/1/06,71,70
NYJ,2006,OUTDOOR,15,942,20,1/1/06,47.1,40
NYJ,2007,OUTDOOR,16,1011,20,1/1/07,50.55,50
NYJ,2008,OUTDOOR,16,981,22,1/1/08,44.59090909,40
NYJ,2009,INDOOR,1,58,1,1/1/09,58,50
NYJ,2009,OUTDOOR,12,769,19,1/1/09,40.47368421,40
NYJ,2009,RETRACTABLE,3,203,4,1/1/09,50.75,50
NYJ,2010,INDOOR,1,70,5,1/1/10,14,10
NYJ,2010,OUTDOOR,15,1017,18,1/1/10,56.5,50
NYJ,2011,OUTDOOR,16,1030,25,1/1/11,41.2,40
NYJ,2012,INDOOR,1,65,2,1/1/12,32.5,30
NYJ,2012,OUTDOOR,15,969,30,1/1/12,32.3,30
NYJ,2013,INDOOR,1,46,0,1/1/13,#DIV/0!,#DIV/0!
NYJ,2013,OUTDOOR,15,974,15,1/1/13,64.93333333,60
NYJ,2014,INDOOR,1,74,4,1/1/14,18.5,10
NYJ,2014,OUTDOOR,15,978,20,1/1/14,48.9,40
OAK,2002,INDOOR,1,66,4,1/1/02,16.5,10
OAK,2002,OUTDOOR,15,1003,20,1/1/02,50.15,50
OAK,2003,INDOOR,1,68,3,1/1/03,22.66666667,20
OAK,2003,OUTDOOR,15,919,22,1/1/03,41.77272727,40
OAK,2004,INDOOR,2,113,4,1/1/04,28.25,20
OAK,2004,OUTDOOR,13,767,17,1/1/04,45.11764706,40
OAK,2004,RETRACTABLE,1,59,2,1/1/04,29.5,20
OAK,2005,OUTDOOR,16,997,26,1/1/05,38.34615385,30
OAK,2006,OUTDOOR,16,949,32,1/1/06,29.65625,20
OAK,2007,INDOOR,1,70,2,1/1/07,35,30
OAK,2007,OUTDOOR,15,930,40,1/1/07,23.25,20
OAK,2008,INDOOR,1,59,1,1/1/08,59,50
OAK,2008,OUTDOOR,15,860,27,1/1/08,31.85185185,30
OAK,2009,OUTDOOR,14,825,26,1/1/09,31.73076923,30
OAK,2009,RETRACTABLE,2,119,4,1/1/09,29.75,20
OAK,2010,OUTDOOR,15,970,30,1/1/10,32.33333333,30
OAK,2010,RETRACTABLE,1,70,2,1/1/10,35,30
OAK,2011,INDOOR,1,68,1,1/1/11,68,60
OAK,2011,OUTDOOR,15,947,15,1/1/11,63.13333333,60
OAK,2012,INDOOR,1,68,2,1/1/12,34,30
OAK,2012,OUTDOOR,15,964,20,1/1/12,48.2,40
OAK,2013,INDOOR,1,63,0,1/1/13,#DIV/0!,#DIV/0!
OAK,2013,OUTDOOR,14,882,26,1/1/13,33.92307692,30
OAK,2013,RETRACTABLE,1,55,1,1/1/13,55,50
OAK,2014,INDOOR,1,75,3,1/1/14,25,20
OAK,2014,OUTDOOR,15,919,25,1/1/14,36.76,30
PHI,2002,OUTDOOR,16,1073,28,1/1/02,38.32142857,30
PHI,2003,INDOOR,1,63,0,1/1/03,#DIV/0!,#DIV/0!
PHI,2003,OUTDOOR,15,881,21,1/1/03,41.95238095,40
PHI,2004,INDOOR,2,110,3,1/1/04,36.66666667,30
PHI,2004,OUTDOOR,14,850,14,1/1/04,60.71428571,60
PHI,2005,INDOOR,2,121,7,1/1/05,17.28571429,10
PHI,2005,OUTDOOR,14,906,27,1/1/05,33.55555556,30
PHI,2006,INDOOR,2,110,5,1/1/06,22,20
PHI,2006,OUTDOOR,13,812,21,1/1/06,38.66666667,30
PHI,2006,RETRACTABLE,1,66,0,1/1/06,#DIV/0!,#DIV/0!
PHI,2007,INDOOR,2,130,3,1/1/07,43.33333333,40
PHI,2007,OUTDOOR,14,917,21,1/1/07,43.66666667,40
PHI,2008,OUTDOOR,16,1056,16,1/1/08,66,60
PHI,2009,INDOOR,1,55,0,1/1/09,#DIV/0!,#DIV/0!
PHI,2009,OUTDOOR,14,870,21,1/1/09,41.42857143,40
PHI,2009,RETRACTABLE,1,50,2,1/1/09,25,20
PHI,2010,INDOOR,1,68,2,1/1/10,34,30
PHI,2010,OUTDOOR,14,915,31,1/1/10,29.51612903,20
PHI,2010,RETRACTABLE,1,55,0,1/1/10,#DIV/0!,#DIV/0!
PHI,2011,INDOOR,2,134,4,1/1/11,33.5,30
PHI,2011,OUTDOOR,13,842,18,1/1/11,46.77777778,40
PHI,2011,RETRACTABLE,1,60,1,1/1/11,60,60
PHI,2012,INDOOR,1,77,2,1/1/12,38.5,30
PHI,2012,OUTDOOR,13,878,30,1/1/12,29.26666667,20
PHI,2012,RETRACTABLE,2,124,5,1/1/12,24.8,20
PHI,2013,INDOOR,1,65,0,1/1/13,#DIV/0!,#DIV/0!
PHI,2013,OUTDOOR,14,923,18,1/1/13,51.27777778,50
PHI,2013,RETRACTABLE,1,66,1,1/1/13,66,60
PHI,2014,INDOOR,1,65,0,1/1/14,#DIV/0!,#DIV/0!
PHI,2014,OUTDOOR,13,901,22,1/1/14,40.95454545,40
PHI,2014,RETRACTABLE,2,162,3,1/1/14,54,50
PIT,2002,INDOOR,1,68,1,1/1/02,68,60
PIT,2002,OUTDOOR,15,1029,25,1/1/02,41.16,40
PIT,2003,OUTDOOR,16,1020,24,1/1/03,42.5,40
PIT,2004,OUTDOOR,16,1012,20,1/1/04,50.6,50
PIT,2005,INDOOR,2,112,2,1/1/05,56,50
PIT,2005,OUTDOOR,13,794,20,1/1/05,39.7,30
PIT,2005,RETRACTABLE,1,54,0,1/1/05,#DIV/0!,#DIV/0!
PIT,2006,INDOOR,1,64,4,1/1/06,16,10
PIT,2006,OUTDOOR,15,977,23,1/1/06,42.47826087,40
PIT,2007,INDOOR,1,62,2,1/1/07,31,30
PIT,2007,OUTDOOR,14,876,16,1/1/07,54.75,50
PIT,2007,RETRACTABLE,1,62,3,1/1/07,20.66666667,20
PIT,2008,OUTDOOR,16,1015,28,1/1/08,36.25,30
PIT,2009,INDOOR,1,54,1,1/1/09,54,50
PIT,2009,OUTDOOR,15,960,21,1/1/09,45.71428571,40
PIT,2010,INDOOR,1,52,2,1/1/10,26,20
PIT,2010,OUTDOOR,15,941,20,1/1/10,47.05,40
PIT,2011,OUTDOOR,14,878,14,1/1/11,62.71428571,60
PIT,2011,RETRACTABLE,2,137,2,1/1/11,68.5,60
PIT,2012,OUTDOOR,15,962,31,1/1/12,31.03225806,30
PIT,2012,RETRACTABLE,1,61,2,1/1/12,30.5,30
PIT,2013,OUTDOOR,16,1023,16,1/1/13,63.9375,60
PIT,2014,INDOOR,1,58,0,1/1/14,#DIV/0!,#DIV/0!
PIT,2014,OUTDOOR,15,1010,16,1/1/14,63.125,60
SD,2002,INDOOR,1,50,0,1/1/02,#DIV/0!,#DIV/0!
SD,2002,OUTDOOR,15,978,16,1/1/02,61.125,60
SD,2003,INDOOR,1,60,1,1/1/03,60,60
SD,2003,OUTDOOR,15,911,19,1/1/03,47.94736842,40
SD,2004,INDOOR,2,124,2,1/1/04,62,60
SD,2004,OUTDOOR,13,815,23,1/1/04,35.43478261,30
SD,2004,RETRACTABLE,1,57,2,1/1/04,28.5,20
SD,2005,INDOOR,1,71,2,1/1/05,35.5,30
SD,2005,OUTDOOR,15,951,20,1/1/05,47.55,40
SD,2006,OUTDOOR,16,1016,19,1/1/06,53.47368421,50
SD,2007,INDOOR,1,63,3,1/1/07,21,20
SD,2007,OUTDOOR,15,917,14,1/1/07,65.5,60
SD,2008,OUTDOOR,16,924,18,1/1/08,51.33333333,50
SD,2009,OUTDOOR,15,908,14,1/1/09,64.85714286,60
SD,2009,RETRACTABLE,1,64,0,1/1/09,#DIV/0!,#DIV/0!
SD,2010,INDOOR,1,61,0,1/1/10,#DIV/0!,#DIV/0!
SD,2010,OUTDOOR,13,869,24,1/1/10,36.20833333,30
SD,2010,RETRACTABLE,2,109,1,1/1/10,109,100
SD,2011,OUTDOOR,15,978,20,1/1/11,48.9,40
SD,2011,RETRACTABLE,1,70,0,1/1/11,#DIV/0!,#DIV/0!
SD,2012,INDOOR,1,65,1,1/1/12,65,60
SD,2012,OUTDOOR,15,923,23,1/1/12,40.13043478,40
SD,2013,OUTDOOR,16,1060,14,1/1/13,75.71428571,70
SD,2014,OUTDOOR,15,949,14,1/1/14,67.78571429,60
SD,2014,RETRACTABLE,1,60,1,1/1/14,60,60
SEA,2002,INDOOR,2,119,7,1/1/02,17,10
SEA,2002,OUTDOOR,14,931,16,1/1/02,58.1875,50
SEA,2003,INDOOR,2,119,1,1/1/03,119,110
SEA,2003,OUTDOOR,14,898,22,1/1/03,40.81818182,40
SEA,2004,INDOOR,3,205,2,1/1/04,102.5,100
SEA,2004,OUTDOOR,13,829,17,1/1/04,48.76470588,40
SEA,2005,INDOOR,1,72,0,1/1/05,#DIV/0!,#DIV/0!
SEA,2005,OUTDOOR,15,948,18,1/1/05,52.66666667,50
SEA,2006,INDOOR,2,127,3,1/1/06,42.33333333,40
SEA,2006,OUTDOOR,13,858,14,1/1/06,61.28571429,60
SEA,2006,RETRACTABLE,1,60,4,1/1/06,15,10
SEA,2007,INDOOR,2,144,4,1/1/07,36,30
SEA,2007,OUTDOOR,13,851,15,1/1/07,56.73333333,50
SEA,2007,RETRACTABLE,1,61,2,1/1/07,30.5,30
SEA,2008,INDOOR,1,55,2,1/1/08,27.5,20
SEA,2008,OUTDOOR,14,800,16,1/1/08,50,50
SEA,2008,RETRACTABLE,1,72,2,1/1/08,36,30
SEA,2009,INDOOR,2,100,6,1/1/09,16.66666667,10
SEA,2009,OUTDOOR,10,668,19,1/1/09,35.15789474,30
SEA,2009,RETRACTABLE,4,277,8,1/1/09,34.625,30
SEA,2010,INDOOR,2,126,3,1/1/10,42,40
SEA,2010,OUTDOOR,13,765,15,1/1/10,51,50
SEA,2010,RETRACTABLE,1,73,0,1/1/10,#DIV/0!,#DIV/0!
SEA,2011,INDOOR,1,68,3,1/1/11,22.66666667,20
SEA,2011,OUTDOOR,13,801,18,1/1/11,44.5,40
SEA,2011,RETRACTABLE,2,134,1,1/1/11,134,130
SEA,2012,INDOOR,1,61,0,1/1/12,#DIV/0!,#DIV/0!
SEA,2012,OUTDOOR,12,732,13,1/1/12,56.30769231,50
SEA,2012,RETRACTABLE,3,181,3,1/1/12,60.33333333,60
SEA,2013,INDOOR,3,176,2,1/1/13,88,80
SEA,2013,OUTDOOR,12,733,19,1/1/13,38.57894737,30
SEA,2013,RETRACTABLE,1,64,4,1/1/13,16,10
SEA,2014,INDOOR,1,68,0,1/1/14,#DIV/0!,#DIV/0!
SEA,2014,OUTDOOR,14,886,22,1/1/14,40.27272727,40
SEA,2014,RETRACTABLE,1,67,1,1/1/14,67,60
SF,2002,INDOOR,2,127,6,1/1/02,21.16666667,20
SF,2002,OUTDOOR,14,955,9,1/1/02,106.1111111,100
SF,2003,INDOOR,2,135,2,1/1/03,67.5,60
SF,2003,OUTDOOR,14,903,22,1/1/03,41.04545455,40
SF,2004,INDOOR,2,120,4,1/1/04,30,30
SF,2004,OUTDOOR,14,906,29,1/1/04,31.24137931,30
SF,2005,INDOOR,1,50,1,1/1/05,50,50
SF,2005,OUTDOOR,15,815,30,1/1/05,27.16666667,20
SF,2006,INDOOR,3,171,2,1/1/06,85.5,80
SF,2006,OUTDOOR,12,688,20,1/1/06,34.4,30
SF,2006,RETRACTABLE,1,59,2,1/1/06,29.5,20
SF,2007,INDOOR,2,113,4,1/1/07,28.25,20
SF,2007,OUTDOOR,13,745,30,1/1/07,24.83333333,20
SF,2007,RETRACTABLE,1,67,1,1/1/07,67,60
SF,2008,INDOOR,2,116,3,1/1/08,38.66666667,30
SF,2008,OUTDOOR,13,777,32,1/1/08,24.28125,20
SF,2008,RETRACTABLE,1,68,1,1/1/08,68,60
SF,2009,INDOOR,2,115,2,1/1/09,57.5,50
SF,2009,OUTDOOR,11,656,16,1/1/09,41,40
SF,2009,RETRACTABLE,3,168,5,1/1/09,33.6,30
SF,2010,INDOOR,2,115,8,1/1/10,14.375,10
SF,2010,OUTDOOR,13,759,13,1/1/10,58.38461538,50
SF,2010,RETRACTABLE,1,71,1,1/1/10,71,70
SF,2011,INDOOR,1,71,1,1/1/11,71,70
SF,2011,OUTDOOR,13,796,12,1/1/11,66.33333333,60
SF,2011,RETRACTABLE,2,126,1,1/1/11,126,120
SF,2012,INDOOR,3,185,4,1/1/12,46.25,40
SF,2012,OUTDOOR,12,732,22,1/1/12,33.27272727,30
SF,2012,RETRACTABLE,1,52,0,1/1/12,#DIV/0!,#DIV/0!
SF,2013,INDOOR,2,121,3,1/1/13,40.33333333,40
SF,2013,OUTDOOR,13,781,17,1/1/13,45.94117647,40
SF,2013,RETRACTABLE,1,59,0,1/1/13,#DIV/0!,#DIV/0!
SF,2014,INDOOR,2,133,2,1/1/14,66.5,60
SF,2014,OUTDOOR,12,761,16,1/1/14,47.5625,40
SF,2014,RETRACTABLE,2,115,0,1/1/14,#DIV/0!,#DIV/0!
STL,2002,INDOOR,8,501,12,1/1/02,41.75,40
STL,2002,OUTDOOR,8,523,17,1/1/02,30.76470588,30
STL,2003,INDOOR,9,568,19,1/1/03,29.89473684,20
STL,2003,OUTDOOR,7,486,14,1/1/03,34.71428571,30
STL,2004,INDOOR,9,572,16,1/1/04,35.75,30
STL,2004,OUTDOOR,7,439,11,1/1/04,39.90909091,30
STL,2005,INDOOR,10,603,16,1/1/05,37.6875,30
STL,2005,OUTDOOR,5,353,6,1/1/05,58.83333333,50
STL,2005,RETRACTABLE,1,69,2,1/1/05,34.5,30
STL,2006,INDOOR,9,639,8,1/1/06,79.875,70
STL,2006,OUTDOOR,6,366,8,1/1/06,45.75,40
STL,2006,RETRACTABLE,1,60,4,1/1/06,15,10
STL,2007,INDOOR,9,604,14,1/1/07,43.14285714,40
STL,2007,OUTDOOR,6,365,10,1/1/07,36.5,30
STL,2007,RETRACTABLE,1,57,1,1/1/07,57,50
STL,2008,INDOOR,9,573,6,1/1/08,95.5,90
STL,2008,OUTDOOR,6,345,10,1/1/08,34.5,30
STL,2008,RETRACTABLE,1,64,2,1/1/08,32,30
STL,2009,INDOOR,9,594,12,1/1/09,49.5,40
STL,2009,OUTDOOR,6,347,10,1/1/09,34.7,30
STL,2009,RETRACTABLE,1,57,2,1/1/09,28.5,20
STL,2010,INDOOR,10,681,11,1/1/10,61.90909091,60
STL,2010,OUTDOOR,5,305,3,1/1/10,101.6666667,100
STL,2010,RETRACTABLE,1,67,0,1/1/10,#DIV/0!,#DIV/0!
STL,2011,INDOOR,8,511,16,1/1/11,31.9375,30
STL,2011,OUTDOOR,6,372,9,1/1/11,41.33333333,40
STL,2011,RETRACTABLE,2,130,2,1/1/11,65,60
STL,2012,INDOOR,7,447,9,1/1/12,49.66666667,40
STL,2012,OUTDOOR,7,446,12,1/1/12,37.16666667,30
STL,2012,RETRACTABLE,2,109,3,1/1/12,36.33333333,30
STL,2013,INDOOR,10,634,13,1/1/13,48.76923077,40
STL,2013,OUTDOOR,4,217,5,1/1/13,43.4,40
STL,2013,RETRACTABLE,2,117,2,1/1/13,58.5,50
STL,2014,INDOOR,8,483,15,1/1/14,32.2,30
STL,2014,OUTDOOR,7,416,11,1/1/14,37.81818182,30
STL,2014,RETRACTABLE,1,58,1,1/1/14,58,50
TB,2002,INDOOR,3,192,5,1/1/02,38.4,30
TB,2002,OUTDOOR,13,830,19,1/1/02,43.68421053,40
TB,2003,INDOOR,2,126,1,1/1/03,126,120
TB,2003,OUTDOOR,14,910,22,1/1/03,41.36363636,40
TB,2004,INDOOR,3,177,5,1/1/04,35.4,30
TB,2004,OUTDOOR,13,772,27,1/1/04,28.59259259,20
TB,2005,INDOOR,2,108,1,1/1/05,108,100
TB,2005,OUTDOOR,14,877,15,1/1/05,58.46666667,50
TB,2006,INDOOR,2,136,1,1/1/06,136,130
TB,2006,OUTDOOR,14,836,26,1/1/06,32.15384615,30
TB,2007,INDOOR,4,236,4,1/1/07,59,50
TB,2007,OUTDOOR,11,680,12,1/1/07,56.66666667,50
TB,2007,RETRACTABLE,1,59,2,1/1/07,29.5,20
TB,2008,INDOOR,3,186,4,1/1/08,46.5,40
TB,2008,OUTDOOR,13,859,17,1/1/08,50.52941176,50
TB,2009,INDOOR,2,125,3,1/1/09,41.66666667,40
TB,2009,OUTDOOR,14,836,22,1/1/09,38,30
TB,2010,INDOOR,2,104,2,1/1/10,52,50
TB,2010,OUTDOOR,13,794,20,1/1/10,39.7,30
TB,2010,RETRACTABLE,1,57,2,1/1/10,28.5,20
TB,2011,INDOOR,3,171,6,1/1/11,28.5,20
TB,2011,OUTDOOR,13,795,24,1/1/11,33.125,30
TB,2012,INDOOR,3,215,2,1/1/12,107.5,100
TB,2012,OUTDOOR,12,738,11,1/1/12,67.09090909,60
TB,2012,RETRACTABLE,1,55,3,1/1/12,18.33333333,10
TB,2013,INDOOR,4,242,5,1/1/13,48.4,40
TB,2013,OUTDOOR,12,739,13,1/1/13,56.84615385,50
TB,2014,INDOOR,3,170,8,1/1/14,21.25,20
TB,2014,OUTDOOR,13,767,21,1/1/14,36.52380952,30
TEN,2002,INDOOR,1,51,0,1/1/02,#DIV/0!,#DIV/0!
TEN,2002,OUTDOOR,14,921,20,1/1/02,46.05,40
TEN,2002,RETRACTABLE,1,60,0,1/1/02,#DIV/0!,#DIV/0!
TEN,2003,INDOOR,2,120,4,1/1/03,30,30
TEN,2003,OUTDOOR,13,822,20,1/1/03,41.1,40
TEN,2003,RETRACTABLE,1,71,0,1/1/03,#DIV/0!,#DIV/0!
TEN,2004,INDOOR,2,126,5,1/1/04,25.2,20
TEN,2004,OUTDOOR,13,867,24,1/1/04,36.125,30
TEN,2004,RETRACTABLE,1,60,4,1/1/04,15,10
TEN,2005,INDOOR,2,128,3,1/1/05,42.66666667,40
TEN,2005,OUTDOOR,13,832,23,1/1/05,36.17391304,30
TEN,2005,RETRACTABLE,1,62,1,1/1/05,62,60
TEN,2006,INDOOR,1,52,1,1/1/06,52,50
TEN,2006,OUTDOOR,14,829,27,1/1/06,30.7037037,30
TEN,2006,RETRACTABLE,1,64,1,1/1/06,64,60
TEN,2007,INDOOR,2,131,3,1/1/07,43.66666667,40
TEN,2007,OUTDOOR,13,825,26,1/1/07,31.73076923,30
TEN,2007,RETRACTABLE,1,82,3,1/1/07,27.33333333,20
TEN,2008,INDOOR,1,66,1,1/1/08,66,60
TEN,2008,OUTDOOR,13,812,14,1/1/08,58,50
TEN,2008,RETRACTABLE,2,95,3,1/1/08,31.66666667,30
TEN,2009,OUTDOOR,14,849,23,1/1/09,36.91304348,30
TEN,2009,RETRACTABLE,2,141,4,1/1/09,35.25,30
TEN,2010,OUTDOOR,13,744,20,1/1/10,37.2,30
TEN,2010,RETRACTABLE,3,163,2,1/1/10,81.5,80
TEN,2011,INDOOR,1,59,0,1/1/11,#DIV/0!,#DIV/0!
TEN,2011,OUTDOOR,14,849,16,1/1/11,53.0625,50
TEN,2011,RETRACTABLE,1,76,1,1/1/11,76,70
TEN,2012,INDOOR,1,69,2,1/1/12,34.5,30
TEN,2012,OUTDOOR,14,828,19,1/1/12,43.57894737,40
TEN,2012,RETRACTABLE,1,60,0,1/1/12,#DIV/0!,#DIV/0!
TEN,2013,INDOOR,2,135,2,1/1/13,67.5,60
TEN,2013,OUTDOOR,14,897,25,1/1/13,35.88,30
TEN,2014,INDOOR,1,47,2,1/1/14,23.5,20
TEN,2014,OUTDOOR,15,872,21,1/1/14,41.52380952,40
WAS,2002,OUTDOOR,16,1039,34,1/1/02,30.55882353,30
WAS,2003,INDOOR,1,76,3,1/1/03,25.33333333,20
WAS,2003,OUTDOOR,15,915,18,1/1/03,50.83333333,50
WAS,2004,INDOOR,1,58,0,1/1/04,#DIV/0!,#DIV/0!
WAS,2004,OUTDOOR,15,965,20,1/1/04,48.25,40
WAS,2005,INDOOR,1,63,1,1/1/05,63,60
WAS,2005,OUTDOOR,15,974,28,1/1/05,34.78571429,30
WAS,2006,INDOOR,3,187,4,1/1/06,46.75,40
WAS,2006,OUTDOOR,12,724,15,1/1/06,48.26666667,40
WAS,2006,RETRACTABLE,1,68,1,1/1/06,68,60
WAS,2007,INDOOR,1,64,2,1/1/07,32,30
WAS,2007,OUTDOOR,15,988,33,1/1/07,29.93939394,20
WAS,2008,INDOOR,1,64,2,1/1/08,32,30
WAS,2008,OUTDOOR,15,962,18,1/1/08,53.44444444,50
WAS,2009,INDOOR,2,121,2,1/1/09,60.5,60
WAS,2009,OUTDOOR,13,791,28,1/1/09,28.25,20
WAS,2009,RETRACTABLE,1,58,0,1/1/09,#DIV/0!,#DIV/0!
WAS,2010,INDOOR,2,113,5,1/1/10,22.6,20
WAS,2010,OUTDOOR,13,826,23,1/1/10,35.91304348,30
WAS,2010,RETRACTABLE,1,63,1,1/1/10,63,60
WAS,2011,INDOOR,1,69,3,1/1/11,23,20
WAS,2011,OUTDOOR,13,847,20,1/1/11,42.35,40
WAS,2011,RETRACTABLE,2,116,2,1/1/11,58,50
WAS,2012,INDOOR,2,130,3,1/1/12,43.33333333,40
WAS,2012,OUTDOOR,13,802,23,1/1/12,34.86956522,30
WAS,2012,RETRACTABLE,1,62,0,1/1/12,#DIV/0!,#DIV/0!
WAS,2013,INDOOR,2,144,6,1/1/13,24,20
WAS,2013,OUTDOOR,13,888,22,1/1/13,40.36363636,40
WAS,2013,RETRACTABLE,1,75,2,1/1/13,37.5,30
WAS,2014,INDOOR,2,136,6,1/1/14,22.66666667,20
WAS,2014,OUTDOOR,12,749,23,1/1/14,32.56521739,30
WAS,2014,RETRACTABLE,2,121,2,1/1/14,60.5,60
